id,title,actors,director,genres,keywords,soup
257344,Pixels,"['adamsandler', 'michellemonaghan', 'peterdinklage']",chriscolumbus,"['action', 'comedy', 'sciencefiction']","['videogame', 'nerd', 'alienattack']",adamsandler michellemonaghan peterdinklage action comedy sciencefiction videogame nerd alienattack chriscolumbus
644,A.I. Artificial Intelligence,"['haleyjoelosment', ""franceso'connor"", 'samrobards']",stevenspielberg,"['drama', 'sciencefiction', 'adventure']","['artificialintelligence', 'prophecy', 'prostitute']",haleyjoelosment franceso'connor samrobards drama sciencefiction adventure artificialintelligence prophecy prostitute stevenspielberg
10756,The Haunted Mansion,"['eddiemurphy', 'terencestamp', 'nathanielparker']",robminkoff,"['thriller', 'fantasy', 'comedy']","['secretpassage', 'magic', 'estateagent']",eddiemurphy terencestamp nathanielparker thriller fantasy comedy secretpassage magic estateagent robminkoff
686,Contact,"['jodiefoster', 'matthewmcconaughey', 'jameswoods']",robertzemeckis,"['drama', 'sciencefiction', 'mystery']","['basedonnovel', 'nasa', 'newmexico']",jodiefoster matthewmcconaughey jameswoods drama sciencefiction mystery basedonnovel nasa newmexico robertzemeckis
9383,Hollow Man,"['kevinbacon', 'elisabethshue', 'joshbrolin']",paulverhoeven,"['action', 'sciencefiction', 'thriller']","['killing', 'humanexperimentation', 'scientist']",kevinbacon elisabethshue joshbrolin action sciencefiction thriller killing humanexperimentation scientist paulverhoeven
179,The Interpreter,"['nicolekidman', 'seanpenn', 'catherinekeener']",sydneypollack,"['crime', 'thriller']","['newyork', 'dictator', 'africa']",nicolekidman seanpenn catherinekeener crime thriller newyork dictator africa sydneypollack
76285,Percy Jackson: Sea of Monsters,"['loganlerman', 'alexandradaddario', 'douglassmith']",thorfreudenthal,"['adventure', 'family', 'fantasy']","['poison', 'hermes', 'poseidon']",loganlerman alexandradaddario douglassmith adventure family fantasy poison hermes poseidon thorfreudenthal
1996,Lara Croft Tomb Raider: The Cradle of Life,"['angelinajolie', 'gerardbutler', 'noahtaylor']",jandebont,"['action', 'adventure', 'fantasy']","['riddle', 'treasure', 'medallion']",angelinajolie gerardbutler noahtaylor action adventure fantasy riddle treasure medallion jandebont
291805,Now You See Me 2,"['jesseeisenberg', 'woodyharrelson', 'markruffalo']",jonm.chu,"['action', 'adventure', 'comedy']","['londonengland', 'china', 'magic']",jesseeisenberg woodyharrelson markruffalo action adventure comedy londonengland china magic jonm.chu
10003,The Saint,"['valkilmer', 'elisabethshue', 'radeserbedzija']",phillipnoyce,"['thriller', 'action', 'romance']","['berlin', 'russia', 'gas']",valkilmer elisabethshue radeserbedzija thriller action romance berlin russia gas phillipnoyce
1535,Spy Game,"['robertredford', 'bradpitt', 'catherinemccormack']",tonyscott,"['action', 'crime', 'thriller']","['spy', 'china', 'cia']",robertredford bradpitt catherinemccormack action crime thriller spy china cia tonyscott
2067,Mission to Mars,"['garysinise', 'timrobbins', 'doncheadle']",briandepalma,['sciencefiction'],"['mars', 'spacecraft', 'spacetravel']",garysinise timrobbins doncheadle sciencefiction mars spacecraft spacetravel briandepalma
46195,Rio,"['jesseeisenberg', 'annehathaway', 'lesliemann']",carlossaldanha,"['animation', 'adventure', 'comedy']","['brazil', 'pet', 'bird']",jesseeisenberg annehathaway lesliemann animation adventure comedy brazil pet bird carlossaldanha
2277,Bicentennial Man,"['robinwilliams', 'samneill', 'embethdavidtz']",chriscolumbus,"['comedy', 'sciencefiction']","['android', 'hologram', 'freedom']",robinwilliams samneill embethdavidtz comedy sciencefiction android hologram freedom chriscolumbus
10357,Volcano,"['tommyleejones', 'anneheche', 'gabyhoffmann']",mickjackson,"['sciencefiction', 'action', 'drama']","['subway', 'lava', 'volcano']",tommyleejones anneheche gabyhoffmann sciencefiction action drama subway lava volcano mickjackson
4477,The Devil's Own,"['harrisonford', 'bradpitt', 'margaretcolin']",alanj.pakula,"['crime', 'thriller', 'drama']","['newyork', 'terrorist', 'anonymity']",harrisonford bradpitt margaretcolin crime thriller drama newyork terrorist anonymity alanj.pakula
8665,K-19: The Widowmaker,"['harrisonford', 'liamneeson', 'petersarsgaard']",kathrynbigelow,"['drama', 'history', 'thriller']","['submarine', 'sovietunion', 'coremelt']",harrisonford liamneeson petersarsgaard drama history thriller submarine sovietunion coremelt kathrynbigelow
9387,Conan the Barbarian,"['arnoldschwarzenegger', 'jamesearljones', 'maxvonsydow']",johnmilius,"['adventure', 'fantasy', 'action']","['gladiator', 'repayment', 'despot']",arnoldschwarzenegger jamesearljones maxvonsydow adventure fantasy action gladiator repayment despot johnmilius
921,Cinderella Man,"['russellcrowe', 'renéezellweger', 'paulgiamatti']",ronhoward,"['romance', 'drama', 'history']","['transporter', 'netherlands', 'worldcup']",russellcrowe renéezellweger paulgiamatti romance drama history transporter netherlands worldcup ronhoward
49852,The Nutcracker: The Untold Story,"['ellefanning', 'nathanlane', 'johnturturro']",andreikonchalovsky,"['fantasy', 'action', 'family']",[],ellefanning nathanlane johnturturro fantasy action family  andreikonchalovsky
4464,Seabiscuit,"['jeffbridges', 'davidmccullough', 'chriscooper']",garyross,"['drama', 'history']","['horserace', 'americandream', 'racehorse']",jeffbridges davidmccullough chriscooper drama history horserace americandream racehorse garyross
664,Twister,"['helenhunt', 'billpaxton', 'caryelwes']",jandebont,"['action', 'adventure', 'drama']","['wifehusbandrelationship', 'tornado', 'twister']",helenhunt billpaxton caryelwes action adventure drama wifehusbandrelationship tornado twister jandebont
8358,Cast Away,"['tomhanks', 'helenhunt', 'chrisnoth']",robertzemeckis,"['adventure', 'drama']","['exoticisland', 'suicideattempt', 'volleyball']",tomhanks helenhunt chrisnoth adventure drama exoticisland suicideattempt volleyball robertzemeckis
9836,Happy Feet,"['elijahwood', 'robinwilliams', 'brittanymurphy']",georgemiller,"['animation', 'comedy']","['ocean', 'fish', 'zoo']",elijahwood robinwilliams brittanymurphy animation comedy ocean fish zoo georgemiller
2502,The Bourne Supremacy,"['mattdamon', 'frankapotente', 'briancox']",paulgreengrass,"['action', 'drama', 'thriller']","['berlin', 'assassin', 'basedonnovel']",mattdamon frankapotente briancox action drama thriller berlin assassin basedonnovel paulgreengrass
9772,Air Force One,"['harrisonford', 'garyoldman', 'glennclose']",wolfgangpetersen,"['action', 'thriller']","['prison', 'corruption', 'journalist']",harrisonford garyoldman glennclose action thriller prison corruption journalist wolfgangpetersen
161,Ocean's Eleven,"['georgeclooney', 'bradpitt', 'mattdamon']",stevensoderbergh,"['thriller', 'crime']","['prison', 'pickpocket', 'stripclub']",georgeclooney bradpitt mattdamon thriller crime prison pickpocket stripclub stevensoderbergh
52451,The Three Musketeers,"['millajovovich', 'orlandobloom', 'loganlerman']",paulw.s.anderson,"['adventure', 'action', 'thriller']","['numberintitle', 'historicalfiction', 'musketeer']",millajovovich orlandobloom loganlerman adventure action thriller numberintitle historicalfiction musketeer paulw.s.anderson
76492,Hotel Transylvania,"['adamsandler', 'stevebuscemi', 'davidspade']",genndytartakovsky,"['animation', 'comedy', 'family']","['witch', 'magic', 'mummy']",adamsandler stevebuscemi davidspade animation comedy family witch magic mummy genndytartakovsky
4523,Enchanted,"['amyadams', 'patrickdempsey', 'jamesmarsden']",kevinlima,"['comedy', 'family', 'fantasy']","['poison', 'queen', 'fairytale']",amyadams patrickdempsey jamesmarsden comedy family fantasy poison queen fairytale kevinlima
59961,Safe House,"['denzelwashington', 'ryanreynolds', 'verafarmiga']",danielespinosa,"['action', 'thriller']","['cia', 'violence', 'safehouse']",denzelwashington ryanreynolds verafarmiga action thriller cia violence safehouse danielespinosa
10481,102 Dalmatians,"['glennclose', 'ioangruffudd', 'aliceevans']",kevinlima,"['comedy', 'family']","['londonengland', 'prison', 'releasefromprison']",glennclose ioangruffudd aliceevans comedy family londonengland prison releasefromprison kevinlima
59108,Tower Heist,"['benstiller', 'eddiemurphy', 'caseyaffleck']",brettratner,"['action', 'comedy']","['skyscraper', 'thanksgiving', 'billionaire']",benstiller eddiemurphy caseyaffleck action comedy skyscraper thanksgiving billionaire brettratner
1581,The Holiday,"['camerondiaz', 'katewinslet', 'judelaw']",nancymeyers,"['comedy', 'romance']","['holiday', 'londonengland', 'filmmaking']",camerondiaz katewinslet judelaw comedy romance holiday londonengland filmmaking nancymeyers
9798,Enemy of the State,"['willsmith', 'genehackman', 'jonvoight']",tonyscott,"['action', 'drama', 'thriller']","['corruption', 'washingtond.c.', 'helicopter']",willsmith genehackman jonvoight action drama thriller corruption washingtond.c. helicopter tonyscott
22897,It's Complicated,"['merylstreep', 'alecbaldwin', 'stevemartin']",nancymeyers,"['comedy', 'romance']","['graduation', 'exhusband', 'womandirector']",merylstreep alecbaldwin stevemartin comedy romance graduation exhusband womandirector nancymeyers
298,Ocean's Thirteen,"['georgeclooney', 'bradpitt', 'mattdamon']",stevensoderbergh,"['crime', 'thriller']","['casino', 'thief', 'revenge']",georgeclooney bradpitt mattdamon crime thriller casino thief revenge stevensoderbergh
7484,Open Season,"['martinlawrence', 'ashtonkutcher', 'garysinise']",jillculton,"['adventure', 'animation', 'family']","['hunter', 'mountains', 'garage']",martinlawrence ashtonkutcher garysinise adventure animation family hunter mountains garage jillculton
157350,Divergent,"['shailenewoodley', 'theojames', 'katewinslet']",neilburger,"['adventure', 'action', 'sciencefiction']","['basedonnovel', 'dystopia', 'youth']",shailenewoodley theojames katewinslet adventure action sciencefiction basedonnovel dystopia youth neilburger
853,Enemy at the Gates,"['judelaw', 'rachelweisz', 'edharris']",jean-jacquesannaud,['war'],"['winter', 'sniper', 'worldwarii']",judelaw rachelweisz edharris war winter sniper worldwarii jean-jacquesannaud
10159,The Rundown,"['dwaynejohnson', 'seannwilliamscott', 'rosariodawson']",peterberg,"['adventure', 'action', 'comedy']","['hunter', 'bounty', 'bountyhunter']",dwaynejohnson seannwilliamscott rosariodawson adventure action comedy hunter bounty bountyhunter peterberg
9593,Last Action Hero,"['arnoldschwarzenegger', 'f.murrayabraham', 'artcarney']",johnmctiernan,"['adventure', 'fantasy', 'action']","['magic', 'movieinmovie', 'spoof']",arnoldschwarzenegger f.murrayabraham artcarney adventure fantasy action magic movieinmovie spoof johnmctiernan
1904,Memoirs of a Geisha,"['zhangziyi', 'gongli', 'youkikudoh']",robmarshall,"['drama', 'history', 'romance']","['japan', 'prostitute', 'sistersisterrelationship']",zhangziyi gongli youkikudoh drama history romance japan prostitute sistersisterrelationship robmarshall
9615,The Fast and the Furious: Tokyo Drift,"['lucasblack', 'nathaliekelley', 'sungkang']",justinlin,"['action', 'crime', 'drama']","['carrace', 'carjourney', 'carmechanic']",lucasblack nathaliekelley sungkang action crime drama carrace carjourney carmechanic justinlin
51052,Arthur Christmas,"['jamesmcavoy', 'hughlaurie', 'billnighy']",barrycook,"['drama', 'animation', 'family']","['holiday', 'santaclaus', 'duringcreditsstinger']",jamesmcavoy hughlaurie billnighy drama animation family holiday santaclaus duringcreditsstinger barrycook
297,Meet Joe Black,"['bradpitt', 'anthonyhopkins', 'claireforlani']",martinbrest,"['fantasy', 'drama', 'mystery']","['lifeanddeath', 'loveatfirstsight', 'brokenengagement']",bradpitt anthonyhopkins claireforlani fantasy drama mystery lifeanddeath loveatfirstsight brokenengagement martinbrest
9884,Collateral Damage,"['arnoldschwarzenegger', 'francescaneri', 'eliaskoteas']",andrewdavis,"['action', 'thriller', 'drama']","['terrorist', 'fbi', 'colombia']",arnoldschwarzenegger francescaneri eliaskoteas action thriller drama terrorist fbi colombia andrewdavis
16858,All That Jazz,"['royscheider', 'jessicalange', 'lelandpalmer']",bobfosse,"['drama', 'music']","['showbusiness', 'filmmaking', 'tapdancing']",royscheider jessicalange lelandpalmer drama music showbusiness filmmaking tapdancing bobfosse
62764,Mirror Mirror,"['juliaroberts', 'lilycollins', 'armiehammer']",tarsemsingh,"['adventure', 'fantasy', 'drama']","['attemptedmurder', 'fairytale', 'blackmagic']",juliaroberts lilycollins armiehammer adventure fantasy drama attemptedmurder fairytale blackmagic tarsemsingh
22538,Scott Pilgrim vs. the World,"['michaelcera', 'maryelizabethwinstead', 'kieranculkin']",edgarwright,"['action', 'adventure', 'comedy']","['whipping', 'hipster', 'underagegirlfriend']",michaelcera maryelizabethwinstead kieranculkin action adventure comedy whipping hipster underagegirlfriend edgarwright
9341,The Core,"['aaroneckhart', 'hilaryswank', 'delroylindo']",jonamiel,"['action', 'thriller', 'adventure']","['magneticfield', 'centeroftheearth', 'disasterfilm']",aaroneckhart hilaryswank delroylindo action thriller adventure magneticfield centeroftheearth disasterfilm jonamiel
12107,Nutty Professor II: The Klumps,"['eddiemurphy', 'janetjackson', 'larrymiller']",petersegal,"['fantasy', 'comedy', 'romance']","['alterego', 'madscientist', 'family']",eddiemurphy janetjackson larrymiller fantasy comedy romance alterego madscientist family petersegal
9637,Scooby-Doo,"['freddieprinzejr.', 'sarahmichellegellar', 'matthewlillard']",rajagosnell,"['mystery', 'adventure', 'comedy']","['amateurdetective', 'voodoo', 'resort']",freddieprinzejr. sarahmichellegellar matthewlillard mystery adventure comedy amateurdetective voodoo resort rajagosnell
49049,Dredd,"['karlurban', 'oliviathirlby', 'lenaheadey']",petetravis,"['action', 'sciencefiction']","['usa', 'corruption', 'crimefighter']",karlurban oliviathirlby lenaheadey action sciencefiction usa corruption crimefighter petetravis
9339,Click,"['adamsandler', 'katebeckinsale', 'christopherwalken']",frankcoraci,"['comedy', 'drama', 'fantasy']","['regret', 'workaholic', 'heartattack']",adamsandler katebeckinsale christopherwalken comedy drama fantasy regret workaholic heartattack frankcoraci
16281,Creepshow,"['halholbrook', 'adriennebarbeau', 'fritzweaver']",georgea.romero,"['horror', 'comedy', 'fantasy']","['monster', 'halloween', 'meteor']",halholbrook adriennebarbeau fritzweaver horror comedy fantasy monster halloween meteor georgea.romero
39691,Cats & Dogs 2 : The Revenge of Kitty Galore,"['jamesmarsden', 'nicknolte', 'christinaapplegate']",bradpeyton,"['comedy', 'family']","['torture', 'aftercreditsstinger', 'duringcreditsstinger']",jamesmarsden nicknolte christinaapplegate comedy family torture aftercreditsstinger duringcreditsstinger bradpeyton
8247,Jumper,"['haydenchristensen', 'jamiebell', 'samuell.jackson']",dougliman,"['adventure', 'fantasy', 'sciencefiction']","['adolescence', 'basedonnovel', 'lossofchild']",haydenchristensen jamiebell samuell.jackson adventure fantasy sciencefiction adolescence basedonnovel lossofchild dougliman
11253,Hellboy II: The Golden Army,"['ronperlman', 'selmablair', 'jeffreytambor']",guillermodeltoro,"['adventure', 'fantasy', 'sciencefiction']","['auction', 'northernireland', 'resignation']",ronperlman selmablair jeffreytambor adventure fantasy sciencefiction auction northernireland resignation guillermodeltoro
1949,Zodiac,"['jakegyllenhaal', 'robertdowneyjr.', 'markruffalo']",davidfincher,"['crime', 'drama', 'mystery']","['california', 'sanfrancisco', 'killing']",jakegyllenhaal robertdowneyjr. markruffalo crime drama mystery california sanfrancisco killing davidfincher
8452,The 6th Day,"['arnoldschwarzenegger', 'michaelrapaport', 'tonygoldwyn']",rogerspottiswoode,['sciencefiction'],"['clone', 'future', 'murder']",arnoldschwarzenegger michaelrapaport tonygoldwyn sciencefiction clone future murder rogerspottiswoode
310,Bruce Almighty,"['jimcarrey', 'jenniferaniston', 'philipbakerhall']",tomshadyac,"['fantasy', 'comedy']","['christianity', 'moon', 'responsability']",jimcarrey jenniferaniston philipbakerhall fantasy comedy christianity moon responsability tomshadyac
27578,The Expendables,"['sylvesterstallone', 'jasonstatham', 'dolphlundgren']",sylvesterstallone,"['thriller', 'adventure', 'action']","['tattoo', 'martialarts', 'sniper']",sylvesterstallone jasonstatham dolphlundgren thriller adventure action tattoo martialarts sniper sylvesterstallone
954,Mission: Impossible,"['tomcruise', 'jonvoight', 'emmanuellebéart']",briandepalma,"['adventure', 'action', 'thriller']","['paris', 'londonengland', 'spy']",tomcruise jonvoight emmanuellebéart adventure action thriller paris londonengland spy briandepalma
70160,The Hunger Games,"['jenniferlawrence', 'joshhutcherson', 'liamhemsworth']",garyross,"['sciencefiction', 'adventure', 'fantasy']","['hallucination', 'dystopia', 'femaleprotagonist']",jenniferlawrence joshhutcherson liamhemsworth sciencefiction adventure fantasy hallucination dystopia femaleprotagonist garyross
45243,The Hangover Part II,"['bradleycooper', 'edhelms', 'zachgalifianakis']",toddphillips,['comedy'],"['sunglasses', 'interpol', 'undercovercop']",bradleycooper edhelms zachgalifianakis comedy sunglasses interpol undercovercop toddphillips
364,Batman Returns,"['michaelkeaton', 'dannydevito', 'michellepfeiffer']",timburton,"['action', 'fantasy']","['holiday', 'corruption', 'doublelife']",michaelkeaton dannydevito michellepfeiffer action fantasy holiday corruption doublelife timburton
7518,Over the Hedge,"['brucewillis', 'garryshandling', 'stevecarell']",kareykirkpatrick,"['comedy', 'animation', 'family']","['squirrel', 'eatinganddrinking', 'vororte']",brucewillis garryshandling stevecarell comedy animation family squirrel eatinganddrinking vororte kareykirkpatrick
11544,Lilo & Stitch,"['chrissanders', 'daveighchase', 'tiacarrere']",chrissanders,"['animation', 'family']","['sistersisterrelationship', 'extraterrestrialtechnology', 'hawaii']",chrissanders daveighchase tiacarrere animation family sistersisterrelationship extraterrestrialtechnology hawaii chrissanders
9986,Charlotte's Web,"['juliaroberts', 'stevebuscemi', 'johncleese']",garywinick,"['comedy', 'family', 'fantasy']","['hero', 'barn', 'spider']",juliaroberts stevebuscemi johncleese comedy family fantasy hero barn spider garywinick
8656,Deep Impact,"['robertduvall', 'téaleoni', 'elijahwood']",mimileder,"['action', 'drama', 'romance']","['usapresident', 'nasa', 'metereologist']",robertduvall téaleoni elijahwood action drama romance usapresident nasa metereologist mimileder
146216,RED 2,"['brucewillis', 'catherinezeta-jones', 'anthonyhopkins']",deanparisot,"['action', 'comedy', 'crime']","['paris', 'londonengland', 'cia']",brucewillis catherinezeta-jones anthonyhopkins action comedy crime paris londonengland cia deanparisot
9291,The Longest Yard,"['adamsandler', 'chrisrock', 'burtreynolds']",petersegal,"['comedy', 'drama']","['prison', 'americanfootball', 'prisoner']",adamsandler chrisrock burtreynolds comedy drama prison americanfootball prisoner petersegal
55301,Alvin and the Chipmunks: Chipwrecked,"['jasonlee', 'davidcross', 'jennyslate']",mikemitchell,"['comedy', 'fantasy', 'family']","['sequel', 'chipmunk', 'cruiseship']",jasonlee davidcross jennyslate comedy fantasy family sequel chipmunk cruiseship mikemitchell
109418,Grown Ups 2,"['adamsandler', 'kevinjames', 'chrisrock']",dennisdugan,['comedy'],[],adamsandler kevinjames chrisrock comedy  dennisdugan
11665,Get Smart,"['stevecarell', 'annehathaway', 'dwaynejohnson']",petersegal,"['action', 'comedy', 'thriller']","['dancing', 'spy', 'terrorist']",stevecarell annehathaway dwaynejohnson action comedy thriller dancing spy terrorist petersegal
6964,Something's Gotta Give,"['jacknicholson', 'dianekeaton', 'keanureeves']",nancymeyers,"['drama', 'comedy', 'romance']","['agedifference', 'ladykiller', 'womandirector']",jacknicholson dianekeaton keanureeves drama comedy romance agedifference ladykiller womandirector nancymeyers
11324,Shutter Island,"['leonardodicaprio', 'markruffalo', 'benkingsley']",martinscorsese,"['drama', 'thriller', 'mystery']","['basedonnovel', 'island', 'hurricane']",leonardodicaprio markruffalo benkingsley drama thriller mystery basedonnovel island hurricane martinscorsese
12193,Four Christmases,"['vincevaughn', 'reesewitherspoon', 'robertduvall']",sethgordon,"['comedy', 'romance', 'drama']","['holiday', 'romanticcomedy', 'dysfunctionalfamily']",vincevaughn reesewitherspoon robertduvall comedy romance drama holiday romanticcomedy dysfunctionalfamily sethgordon
9928,Robots,"['robinwilliams', 'ewanmcgregor', 'halleberry']",chriswedge,"['animation', 'comedy', 'family']","['inventor', 'businessman', 'robot']",robinwilliams ewanmcgregor halleberry animation comedy family inventor businessman robot chriswedge
754,Face/Off,"['johntravolta', 'nicolascage', 'joanallen']",johnwoo,"['action', 'crime', 'sciencefiction']","['undercover', 'mexicanstandoff', 'biologicalweapon']",johntravolta nicolascage joanallen action crime sciencefiction undercover mexicanstandoff biologicalweapon johnwoo
10202,Bedtime Stories,"['adamsandler', 'kerirussell', 'guypearce']",adamshankman,"['fantasy', 'comedy', 'family']","['wishescometrue', 'escapade', 'disorder']",adamsandler kerirussell guypearce fantasy comedy family wishescometrue escapade disorder adamshankman
4147,Road to Perdition,"['tomhanks', 'tylerhoechlin', 'jenniferjasonleigh']",sammendes,"['thriller', 'crime', 'drama']","['basedongraphicnovel', 'homework', 'shotinthechin']",tomhanks tylerhoechlin jenniferjasonleigh thriller crime drama basedongraphicnovel homework shotinthechin sammendes
50546,Just Go with It,"['adamsandler', 'jenniferaniston', 'nicolekidman']",dennisdugan,"['romance', 'comedy']","['beach', 'fictitiousmarriage', 'blackmail']",adamsandler jenniferaniston nicolekidman romance comedy beach fictitiousmarriage blackmail dennisdugan
1701,Con Air,"['nicolascage', 'johncusack', 'johnmalkovich']",simonwest,"['action', 'thriller', 'crime']","['prison', 'ambush', 'helicopter']",nicolascage johncusack johnmalkovich action thriller crime prison ambush helicopter simonwest
13027,Eagle Eye,"['shialabeouf', 'michellemonaghan', 'rosariodawson']",d.j.caruso,"['mystery', 'thriller', 'action']","['artificialintelligence', 'washingtond.c.', 'secretidentity']",shialabeouf michellemonaghan rosariodawson mystery thriller action artificialintelligence washingtond.c. secretidentity d.j.caruso
2289,Cold Mountain,"['judelaw', 'nicolekidman', 'renéezellweger']",anthonyminghella,['drama'],"['lossoflover', 'lossoffamily', 'deserter']",judelaw nicolekidman renéezellweger drama lossoflover lossoffamily deserter anthonyminghella
20504,The Book of Eli,"['denzelwashington', 'garyoldman', 'milakunis']",alberthughes,"['action', 'thriller', 'sciencefiction']","['book', 'post-apocalyptic', 'dystopia']",denzelwashington garyoldman milakunis action thriller sciencefiction book post-apocalyptic dystopia alberthughes
9574,Flubber,"['robinwilliams', 'marciagayharden', 'christophermcdonald']",lesmayfield,"['comedy', 'family', 'sciencefiction']","['weddingvows', 'inventor', 'slime']",robinwilliams marciagayharden christophermcdonald comedy family sciencefiction weddingvows inventor slime lesmayfield
11618,The Haunting,"['liamneeson', 'catherinezeta-jones', 'owenwilson']",jandebont,"['horror', 'thriller', 'fantasy']","['basedonnovel', 'trauma', 'castle']",liamneeson catherinezeta-jones owenwilson horror thriller fantasy basedonnovel trauma castle jandebont
2300,Space Jam,"['michaeljordan', 'wayneknight', 'billywest']",joepytka,"['animation', 'comedy', 'drama']","['sport', 'basketball', 'doctor']",michaeljordan wayneknight billywest animation comedy drama sport basketball doctor joepytka
12096,The Pink Panther,"['stevemartin', 'kevinkline', 'jeanreno']",shawnlevy,"['action', 'comedy', 'crime']","['robbery', 'investigation', 'inspector']",stevemartin kevinkline jeanreno action comedy crime robbery investigation inspector shawnlevy
10200,The Day the Earth Stood Still,"['keanureeves', 'jenniferconnelly', 'kathybates']",scottderrickson,"['drama', 'sciencefiction', 'thriller']","['extraterrestrialtechnology', 'spacecraft', 'ultimatum']",keanureeves jenniferconnelly kathybates drama sciencefiction thriller extraterrestrialtechnology spacecraft ultimatum scottderrickson
8834,Conspiracy Theory,"['melgibson', 'juliaroberts', 'patrickstewart']",richarddonner,"['action', 'drama', 'mystery']","['newyork', 'cia', 'helicopter']",melgibson juliaroberts patrickstewart action drama mystery newyork cia helicopter richarddonner
228150,Fury,"['bradpitt', 'shialabeouf', 'loganlerman']",davidayer,"['war', 'drama', 'action']","['worldwarii', 'nazis', 'war']",bradpitt shialabeouf loganlerman war drama action worldwarii nazis war davidayer
6068,Six Days Seven Nights,"['harrisonford', 'anneheche', 'davidschwimmer']",ivanreitman,"['action', 'adventure', 'comedy']","['overleven', 'familyguy']",harrisonford anneheche davidschwimmer action adventure comedy overleven familyguy ivanreitman
41515,Yogi Bear,"['danaykroyd', 'justintimberlake', 'annafaris']",ericbrevig,"['comedy', 'family', 'animation']","['picnic', 'sandwich', 'bear']",danaykroyd justintimberlake annafaris comedy family animation picnic sandwich bear ericbrevig
9023,Spirit: Stallion of the Cimarron,"['mattdamon', 'jamescromwell', 'danielstudi']",kellyasbury,"['western', 'animation', 'adventure']","['humanbeing', 'freedom', 'mustang']",mattdamon jamescromwell danielstudi western animation adventure humanbeing freedom mustang kellyasbury
38317,Zookeeper,"['kevinjames', 'rosariodawson', 'sylvesterstallone']",frankcoraci,"['comedy', 'romance', 'family']","['talkinganimal', 'scientist', 'germanaccent']",kevinjames rosariodawson sylvesterstallone comedy romance family talkinganimal scientist germanaccent frankcoraci
2157,Lost in Space,"['garyoldman', 'williamhurt', 'mattleblanc']",stephenhopkins,"['adventure', 'family', 'sciencefiction']","['timetravel', 'sabotage', 'deepspaceexplorer']",garyoldman williamhurt mattleblanc adventure family sciencefiction timetravel sabotage deepspaceexplorer stephenhopkins
14462,The Manchurian Candidate,"['denzelwashington', 'merylstreep', 'lievschreiber']",jonathandemme,"['drama', 'thriller', 'mystery']","['senator', 'gulfwar', 'canoe']",denzelwashington merylstreep lievschreiber drama thriller mystery senator gulfwar canoe jonathandemme
161795,Déjà Vu,"['stephendillane', 'victoriafoyt', 'vanessaredgrave']",henryjaglom,"['romance', 'drama']","['love', 'american', 'pin']",stephendillane victoriafoyt vanessaredgrave romance drama love american pin henryjaglom
159824,Hotel Transylvania 2,"['adamsandler', 'andysamberg', 'selenagomez']",genndytartakovsky,"['animation', 'comedy', 'family']","['transylvania', 'hotel', 'witch']",adamsandler andysamberg selenagomez animation comedy family transylvania hotel witch genndytartakovsky
49948,Fantasia 2000,"['stevemartin', 'itzhakperlman', 'quincyjones']",jamesalgar,"['animation', 'family', 'music']","['orchestra', 'musicalsegments']",stevemartin itzhakperlman quincyjones animation family music orchestra musicalsegments jamesalgar
2135,The Time Machine,"['guypearce', 'markaddy', 'phyllidalaw']",simonwells,"['sciencefiction', 'adventure', 'action']","['future', 'timemachine']",guypearce markaddy phyllidalaw sciencefiction adventure action future timemachine simonwells
9822,Mighty Joe Young,"['charlizetheron', 'radeserbedzija', 'billpaxton']",ronunderwood,"['action', 'adventure', 'family']","['gorilla', 'dyinganddeath']",charlizetheron radeserbedzija billpaxton action adventure family gorilla dyinganddeath ronunderwood
9705,Swordfish,"['johntravolta', 'hughjackman', 'halleberry']",dominicsena,"['action', 'crime', 'thriller']","['femalenudity', 'hacker', 'terrorism']",johntravolta hughjackman halleberry action crime thriller femalenudity hacker terrorism dominicsena
1656,The Legend of Zorro,"['antoniobanderas', 'catherinezeta-jones', 'adriánalonsobarona']",martincampbell,"['action', 'adventure']","['california', 'spy', 'fathersonrelationship']",antoniobanderas catherinezeta-jones adriánalonsobarona action adventure california spy fathersonrelationship martincampbell
12159,What Dreams May Come,"['robinwilliams', 'cubagoodingjr.', 'annabellasciorra']",vincentward,"['drama', 'fantasy', 'romance']","['paradise', 'soul', 'underworld']",robinwilliams cubagoodingjr. annabellasciorra drama fantasy romance paradise soul underworld vincentward
9678,Little Nicky,"['adamsandler', 'patriciaarquette', 'harveykeitel']",stevenbrill,"['comedy', 'fantasy', 'romance']","['fathersonrelationship', 'brothersisterrelationship', 'mephisto']",adamsandler patriciaarquette harveykeitel comedy fantasy romance fathersonrelationship brothersisterrelationship mephisto stevenbrill
4442,The Brothers Grimm,"['heathledger', 'mattdamon', 'mackenziecrook']",terrygilliam,"['adventure', 'fantasy', 'action']","['brotherbrotherrelationship', 'literature', 'aftercreditsstinger']",heathledger mattdamon mackenziecrook adventure fantasy action brotherbrotherrelationship literature aftercreditsstinger terrygilliam
75,Mars Attacks!,"['jacknicholson', 'glennclose', 'annettebening']",timburton,"['comedy', 'fantasy', 'sciencefiction']","['savingtheworld', 'totaldestruction', 'whitehouse']",jacknicholson glennclose annettebening comedy fantasy sciencefiction savingtheworld totaldestruction whitehouse timburton
